ID,SMILES,Total_count,BBB+_count,BBB-_count,MW_RDKit,LogP_RDKit,HBA_RDKit,HBD_RDKit,TPSA_RDKit,Flexibility_RDKit,Charge_RDKit,HeavyAtom_RDKit,AtomStereo_RDKit,AtomCount_C_RDKit,AtomCount_H_RDKit,AtomCount_O_RDKit,AtomCount_N_RDKit,AtomCount_S_RDKit,AtomCount_F_RDKit,AtomCount_Cl_RDKit,AtomCount_Br_RDKit,AtomCount_I_RDKit,AtomCount_P_RDKit,AtomCount_B_RDKit,AtomCount_Li_RDKit,BondCount_Single_RDKit,BondCount_Double_RDKit,BondCount_Triple_RDKit,BondCount_Aromatic_RDKit,Total_Chiral_Centers_RDKit,R_Isomers_RDKit,S_Isomers_RDKit,E_Isomers_RDKit,Z_Isomers_RDKit,Num_4_Rings_Aromatic_RDKit,Num_4_Rings_NonAromatic_RDKit,Num_4_Rings_Total_RDKit,Num_5_Rings_Aromatic_RDKit,Num_5_Rings_NonAromatic_RDKit,Num_5_Rings_Total_RDKit,Num_6_Rings_Aromatic_RDKit,Num_6_Rings_NonAromatic_RDKit,Num_6_Rings_Total_RDKit,Num_8_Rings_Aromatic_RDKit,Num_8_Rings_NonAromatic_RDKit,Num_8_Rings_Total_RDKit,Num_Aromatic_Rings_RDKit,Num_NonAromatic_Rings_RDKit,Num_Total_Rings_RDKit,WienerIndex_RDKit,EccentricConnectivityIndex_RDKit,BBB+_normalised,BBB-_normalised,ratio
BRIC0011,Oc1c(I)cc(Cl)c2cccnc12,1,0,1,305.502,3.1984,2.0,1.0,33.12,0.0,0.0,13.0,0.0,9.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,218.0,126.0,0.0,0.00035075412136092597,1.0
BRIC0012,[4*]CC,454,279,175,30.07,1.0262,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.056295399515738496,0.061381971238162046,0.5216
BRIC0013,[4*]CCN=C(N[5*])NC#N,1,0,1,112.136,-0.6083,2.0,2.0,74.2,1.0,0.0,8.0,0.0,4.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,61.0,0.0,0.00035075412136092597,1.0
BRIC0014,[4*]C[8*],819,587,232,16.043,0.6361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11844229217110573,0.08137495615573483,0.4072
BRIC0015,[14*]c1ncccc1Br,7,5,2,157.998,1.8441,1.0,0.0,12.89,0.0,0.0,7.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,42.0,45.0,0.0010088781275221952,0.0007015082427218519,0.4101
BRIC0016,[16*]c1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,2,1,1,269.344,1.4925,3.0,1.0,32.7,0.0,0.0,20.0,5.0,17.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,5.0,621.0,267.0,0.00020177562550443906,0.00035075412136092597,0.6348
BRIC0017,[3*]O[3*],2198,1246,952,18.015,-0.8247,0.0,0.0,31.5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514124293785311,0.33391792353560157,0.5705
BRIC0018,[13*]C1O[C@H]([13*])[C@@H](O)[C@H](O)[C@H]1O,5,1,4,133.123,-1.7389,4.0,3.0,69.92,0.0,0.0,9.0,3.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,82.0,63.0,0.00020177562550443906,0.0014030164854437039,0.8743
BRIC0019,[12*]S(C)(=O)=O,34,14,20,80.108,-0.7724,2.0,1.0,34.14,0.0,0.0,4.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.002824858757062147,0.00701508242721852,0.7129
BRIC0020,[5*]N([5*])[5*],251,164,87,17.031,0.162,1.0,1.0,35.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033091202582728005,0.03051560855840056,0.4798
BRIC0021,[4*]CCO,89,53,36,46.069,-0.0014,1.0,1.0,20.23,0.0,0.0,3.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.010694108151735271,0.012627148368993335,0.5414
BRIC0022,[16*]c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,1,0,1,231.038,1.5232,2.0,2.0,65.72,0.0,0.0,14.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,281.0,164.0,0.0,0.00035075412136092597,1.0
BRIC0023,[15*][C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,1,0,1,268.336,2.0415,3.0,1.0,32.7,0.0,0.0,20.0,4.0,17.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,5.0,625.0,274.0,0.0,0.00035075412136092597,1.0
BRIC0024,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1,0,1,238.159,0.0735,6.0,1.0,118.05,3.0,0.0,17.0,1.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,580.0,280.0,0.0,0.00035075412136092597,1.0
BRIC0025,[16*]c1c(O)c2ccc(Cl)cc2[nH]c1=O,1,0,1,195.605,1.8871,2.0,2.0,53.09,0.0,0.0,13.0,0.0,9.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,226.0,134.0,0.0,0.00035075412136092597,1.0
BRIC0026,[16*]c1cccc([16*])c1,103,67,36,78.114,1.6866,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,36.0,0.013518966908797418,0.012627148368993335,0.4829
BRIC0027,[16*]c1ccccc1,1310,820,490,78.114,1.6866,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,36.0,0.16545601291364004,0.17186951946685375,0.5095
BRIC0028,[3*]OC1c2cc3c(cc2C(c2cc([16*])c(O)c([16*])c2)C2C(=O)OCC12)OCO3,1,0,1,340.331,2.089,6.0,2.0,85.22,1.0,0.0,25.0,4.0,19.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,5.0,1289.0,441.0,0.0,0.00035075412136092597,1.0
BRIC0029,[13*]C1OC2COC(C)OC2C(O)C1O,1,0,1,190.195,-1.1316,5.0,2.0,68.15,0.0,0.0,13.0,5.0,8.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,224.0,132.0,0.0,0.00035075412136092597,1.0
BRIC0030,[14*]c1ncccc1[16*],11,2,9,79.102,1.0816,1.0,0.0,12.89,0.0,0.0,6.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,36.0,0.0004035512510088781,0.003156787092248334,0.8867
BRIC0031,[4*]CCCC[8*],50,36,14,58.124,1.8064,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.007263922518159807,0.004910557699052964,0.4033
BRIC0032,[14*]c1ncc([16*])c(=O)[nH]1,9,0,9,96.089,-0.2301,2.0,1.0,45.75,0.0,0.0,7.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,42.0,45.0,0.0,0.003156787092248334,1.0
BRIC0033,[8*]C[8*],173,74,99,16.043,0.6361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01493139628732849,0.03472465801473167,0.6993
BRIC0034,[16*]c1ccc(C)nc1,9,1,8,93.129,1.39,1.0,0.0,12.89,0.0,0.0,7.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,42.0,45.0,0.00020177562550443906,0.0028060329708874078,0.9329
BRIC0035,[4*]C(CC)CC,5,2,3,72.151,2.1965,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,0.0004035512510088781,0.001052262364082778,0.7228
BRIC0036,[15*][C@@H]1[C@H]([15*])C=C(C(=O)O)C[C@@H]1N,1,0,1,139.154,0.137,2.0,2.0,63.32,1.0,0.0,10.0,1.0,7.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,117.0,80.0,0.0,0.00035075412136092597,1.0
BRIC0037,[5*]NCOC,2,1,1,61.084,-0.451,2.0,1.0,35.25,1.0,0.0,4.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.00020177562550443906,0.00035075412136092597,0.6348
BRIC0038,[14*]c1ncc(Br)cc1C,3,0,3,172.025,2.1525,1.0,0.0,12.89,0.0,0.0,8.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,61.0,54.0,0.0,0.001052262364082778,1.0
BRIC0039,[4*]CC1=C(C(=O)O)N2C(=O)C([15*])([15*])C2SC1,5,0,5,199.231,0.6502,3.0,1.0,57.61,1.0,0.0,13.0,1.0,8.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,222.0,116.0,0.0,0.00175377060680463,1.0
BRIC0040,[1*]C([6*])=O,854,450,404,30.026,-0.1849,1.0,0.0,17.07,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.09079903147699758,0.1417046650298141,0.6095
BRIC0041,[13*]C1SC(=C(C(N)=O)C(=O)O)S1,4,0,4,191.233,0.2054,4.0,2.0,80.39,2.0,0.0,11.0,0.0,5.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,152.0,88.0,0.0,0.0014030164854437039,1.0
BRIC0042,[4*]CC1=C(C(=O)O)N2C(=O)C([15*])([15*])[C@H]2SC1,7,0,7,199.231,0.6502,3.0,1.0,57.61,1.0,0.0,13.0,1.0,8.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,222.0,116.0,0.0,0.002455278849526482,1.0
BRIC0043,[5*]NC1=NCCN1,16,13,3,85.11,-1.0957,3.0,2.0,50.41,0.0,0.0,6.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,29.0,0.002623083131557708,0.001052262364082778,0.2863
BRIC0044,[13*]C1NCC([15*])C(=O)N1,1,0,1,100.121,-0.9466,2.0,2.0,41.13,0.0,0.0,7.0,0.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,45.0,0.0,0.00035075412136092597,1.0
BRIC0045,[14*]c1ncn2c1CN(C)C(=O)c1c(Cl)cccc1-2,6,1,5,247.685,2.1113,3.0,0.0,38.13,0.0,0.0,17.0,0.0,12.0,10.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,432.0,192.0,0.00020177562550443906,0.00175377060680463,0.8968
BRIC0046,[14*]c1noc([14*])n1,22,9,13,70.051,0.0696,3.0,0.0,38.92,0.0,0.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,20.0,0.0018159806295399517,0.004559803577692038,0.7152
BRIC0047,[8*]C(C)(O)CO,1,0,1,76.095,-0.6405,2.0,2.0,40.46,1.0,0.0,5.0,1.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,0.0,0.00035075412136092597,1.0
BRIC0048,[8*]C(C)C,109,45,64,44.097,1.4163,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.009079903147699757,0.022448263767099262,0.712
BRIC0049,[14*]c1csc([14*])n1,9,3,6,85.131,1.1431,2.0,0.0,12.89,0.0,0.0,5.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,20.0,0.0006053268765133172,0.002104524728165556,0.7766
BRIC0050,[5*]N([5*])C,127,77,50,31.058,-0.4251,1.0,1.0,26.02,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.015536723163841809,0.017537706068046298,0.5302
BRIC0051,[1*]C([1*])=O,217,143,74,30.026,-0.1849,1.0,0.0,17.07,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.028853914447134785,0.025955804980708524,0.4736
